Name,Id,Lat,Lng,Address,Features,Agoda,Website,Tel,SourceImage,Region
Soon Chun Hyang University Hospital Seoul (순천향대학교 부속 서울병원),mdcl_3364606,37.5335030003,127.0047362327,"59 Daesagwan-ro, Yongsan-gu, Seoul (04401)",Clinic,,,,,
Soonplus Plastic Surgery · Dermatology (순플러스성형외과의원),mdcl_3366080,37.5144943596,127.0194021015,"(12th-13th Floors, Mulberry Hills Medical Building), 589 Gangnam-daero, Seocho-gu, Seoul (06526)",Clinic,,,,,
Sophia Women's Clinic (소피아여성의원),mdcl_3364741,35.8155856300,127.1054988676,"(3rd Floor), 245 Hongsan-ro, Wansan-gu, Jeonju-si, Jeonbuk-do (54966)",Clinic,,,,,
St. Mary's Jin Eye Center (성모 진 안과 의원),mdcl_3364882,37.4931497978,127.0295128963,"(1st,4th,5th Floors), 337 Gangnam-daero, Seocho-gu, Seoul (06626)",Clinic,,,,,
St. Peter's General Hospital (강남베드로종합병원),mdcl_3548775,37.4854202876,127.0377873616,"2633 Nambusunhwan-ro, Gangnam-gu, Seoul (06268)",Clinic,,,,,
Stantop Urology & Andrology Clinic (스탠탑비뇨의학과의원),mdcl_3364748,37.5050705620,127.0254101547,"(2nd,B2 Floors), 107 Bongeunsa-ro, Gangnam-gu, Seoul (06120)",Clinic,,,,,
Star Parks (스타팍스 주식회사),mdcl_3441413,37.4576313727,127.1658348375,"#101, 11 Euni-ro, Jungwon-gu, Seongnam-si, Gyeonggi-do (13153)",Clinic,,,,,
Stenlee (스텐리),mdcl_3547594,37.5709981632,126.9779959406,"15th Floor, 1 Jongno (Kyobo Life Building), Jongno-gu, Seoul (03154)",Clinic,,,,,
"Style82 Co., Ltd. (㈜스타일82)",mdcl_3539762,37.4800458328,126.8781298265,"#303, Gasan Urban Work I, 135 Gasan digital 2-ro, Geumcheon-gu, Seoul (08504)",Clinic,,,,,
"Sungsam Medical Foundation, Miz Medi Hospital (성삼의료재단미즈메디병원)",mdcl_3366506,37.5522366912,126.8358705393,"295 Gangseo-ro, Gangseo-gu, Seoul (07639)",Clinic,,,,,
Syncverse (주식회사 싱크버스),mdcl_3366193,37.6211940583,126.9196498398,"(B103, Bethel Building), 875 Tongil-ro, Eunpyeong-gu, Seoul (03329)",Clinic,,,,,
THE RIVER DEMATOLOGY (더리버피부과의원),mdcl_3574535,37.5354231146,126.8995207648,"6th Floor, 68 Yangpyeong-ro, Yeongdeungpo-gu, Seoul (07222)",Clinic,,,,,
THE WELL SAEM HOSPITAL OF KOREAN MEDICINE (더웰샘한방병원),mdcl_3549040,37.4760869608,126.9776930947,"4th, 6th Floors, Hanil Plaza, 7 Namhyeon-gil (Namhyeon-dong), Gwanak-gu, Seoul (08806)",Clinic,,,,,
Thank You Korean Medicine Clinic (고마워한의원),mdcl_3364700,35.1370201197,129.0983472266,"(#505, Sewoong Building), 295 Suyeong-ro, Nam-gu, Busan (48434)",Clinic,,,,,
The 3.0 Clinic (더3.0피부과의원),mdcl_3365967,37.5234184681,127.0274566711,"(4th Floor, Cham Building, Sinsa-dong), 48 Apgujeong-ro 28-gil, Gangnam-gu, Seoul (06031)",Clinic,,,,,
The Catholic Univ. of Kroea Incheon ST.Mary's Hospital (가톨릭대학교 인천성모병원),mdcl_3367054,37.4852786131,126.7248797595,"56 Dongsu-ro, Bupyeong-gu, Incheon (21431)",Clinic,,,,,
The Catholic University of Korea Bucheon St. Mary’s Hospital (가톨릭대학교 부천성모병원),mdcl_3548179,37.4873351510,126.7937373126,"327 Sosa-ro, Wonmi-gu, Bucheon-si, Gyeonggi-do (14647)",Clinic,,,,,
The Catholic University of Korea Seoul St. Mary's Hospital  (가톨릭대학교 서울성모병원),mdcl_3466682,37.4996902526,127.0043094496,"222 Banpo-daero, Seocho-gu, Seoul (06591)",Clinic,,,,,
"The Catholic University of Korea, Yeouido St. Mary's Hospital (가톨릭대학교 여의도성모병원)",mdcl_3364983,37.5181452204,126.9360734763,"(Yeouido-dong), 10 63-ro, Yeongdeungpo-gu, Seoul (07345)",Clinic,,,,,
The Clim Clinic (더끌림산부인과의원),mdcl_3364757,37.5610049857,126.9838790209,"(12th Floor, 2431 Building),109 Toegye-ro, Jung-gu, Seoul (04536)",Clinic,,,,,
The First Skin Clinic (더퍼스트피부과의원 부산본점),mdcl_3539891,35.2342271037,129.0133325186,"#702–704, 287 Geumgok-daero, Buk-gu, Busan (46526)",Clinic,,,,,
Topface Plastic Surgery (탑페이스성형외과의원),mdcl_3366265,37.5240934132,127.0287620889,"(4th Floor, Apgujeong Building), 842 Nonhyeon-ro, Gangnam-gu, Seoul (06025)",Clinic,,,,,
Toxnfill Clinic (톡스앤필의원 강남),mdcl_3575408,37.4996128797,127.0263546669,"10th–11th Floors, Daedong Building, 415 Gangnam-daero, Seocho-gu, Seoul (06614)",Clinic,,,,,
Trinity Women's Clinic (트리니티여성의원),mdcl_3467319,37.5162441789,127.0206713808,"3F, 108 Dosan-daero, Gangnam-gu, Seoul (06038)",Clinic,,,,,
Trium House (주식회사 트리움하우스),mdcl_3441533,37.4123915581,127.1315920088,"2F, Na-dong, 13-8 Jangmi-ro 92beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do (13505)",Clinic,,,,,
Trueman Clinic (트루맨남성의원),mdcl_3364883,37.4981130564,127.0265213615,"(7th Floor, Ara Tower), 3 Seocho-daero 77-gil, Seocho-gu, Seoul (06615)",Clinic,,,,,
VIP Plastic Surgery (VIP성형외과),mdcl_3366468,33.4894754142,126.4909845373,"(3rd Floor), 46 Eunnam 1-gil, Jeju-si, Jeju-do (63124)",Clinic,,,,,
Verygood Plastic Surgery (베리굿성형외과의원),mdcl_3365081,37.4996073141,127.0257686102,"(8th-9th Floors, Block 77), 17 Seocho-daero 77-gil, Seocho-gu, Seoul (06614)",Clinic,,,,,
View Plastic Surgery (뷰성형외과),mdcl_3364779,37.5050705620,127.0254101547,"107 Bongeunsa-ro, Gangnam-gu, Seoul (06120)",Clinic,,,,,
WENERD Corp. (주식회사 위너드),mdcl_3539958,37.5590677414,126.9080443215,"#201, Saul Building, 21 Seongmisan-ro 1-gil, Mapo-gu, Seoul (03971)",Clinic,,,,,
WIZ & MI Clinic (위즈앤미의원),mdcl_3453344,37.5647851014,126.9838705814,"#401-#403, 21 Myeongdong 7-gil, Jung-gu, Seoul (04534)",Clinic,,,,,
WOOA Plastic Surgery (우아성형외과의원),mdcl_3467329,37.5062592900,127.0241296820,"492 Gangnam-daero, Gangnam-gu, Seoul (06119)",Clinic,,,,,
WOORIDUL SPINE HOSPITAL (우리들병원),mdcl_3575249,37.5191499175,127.0495964432,"445 Hakdong-ro, Gangnam-gu, Seoul (06068)",Clinic,,,,,
We Hospital (WE병원),mdcl_3365654,33.2861082705,126.4442681743,"453-95 1100-ro, Seogwipo-si, Jeju-do (63551)",Clinic,,,,,
We Trip Korea ((주)우리클럽관광개발),mdcl_3366158,37.5452284392,126.9503158589,"(101-1204, Lotte Castle President), 467 Gongdeok-dong, Mapo-gu, Seoul (04146)",Clinic,,,,,
Wonjin Plastic Surgery (원진성형외과의원),mdcl_3364935,37.4998545157,127.0262268942,"(12th-18th Floors, Pagoda Tower), 419 Gangnam-daero, Seocho-gu, Seoul (06614)",Clinic,,,,,
Wonju Severance Christian Hospital (연세대학교 원주세브란스기독병원),mdcl_3447081,37.3490693585,127.9468311240,"20 Ilsan-ro, Wonju-si, Gangwon-do (26426)",Clinic,,,,,
Wonkwang University Hospital (원광대학교병원),mdcl_3365977,35.9639828466,126.9582581162,"895 Muwang-ro, Iksan-si, Jeonbuk-do (54538)",Clinic,,,,,
Woo Joo Yon Clinic (우주연한의원),mdcl_3364920,37.5830941296,126.9863503920,"(2nd Floor, Hanok), 41 Bukchon-ro 12-gil, Jongno-gu, Seoul (03056)",Clinic,,,,,
Wowvos ((주)와우보스),mdcl_3364645,37.5024106311,126.7629813619,"(4th Floor, Buil Building), 135 Sohyang-ro, Bucheon-si, Gyeonggi-do (14547)",Clinic,,,,,
YH Korea Inc. (와이에이치코리아 주식회사),mdcl_3539724,37.5338740369,126.6285733053,"#2211, Cheongna Cube Signature 1st Officetel, 10 Cheongna hannae-ro 100beon-gil, Seohae-gu, Incheon (22758)",Clinic,,,,,
YONSEI HEAL DENTAL CLINIC (연세힐치과의원),mdcl_3562418,37.5463123815,126.8359845849,"1st–2nd Floor, Ujangsan Harrington Tower, 231 Gangseo-ro, Gangseo-gu, Seoul (07705)",Clinic,,,,,
YOU&I Clinic Daegu (유앤아이의원 대구점),mdcl_3562464,35.8685812303,128.5940128393,"3rd Floor, Hyundai Building, 398 Jungang-daero, Jung-gu, Daegu (41937)",Clinic,,,,,
YOU&I Clinic Jamsil (유앤아이의원 잠실점),mdcl_3562610,37.5123821225,127.0976311526,"3rd Floor, Lotte World Wellbeing Center, 240 Olympic-ro, Songpa-gu, Seoul (05554)",Clinic,,,,,
YOU&I Clinic Kundae (유앤아이의원 건대점),mdcl_3562681,37.5411810221,127.0679441480,"2nd Floor, 219 Achasan-ro, Gwangjin-gu, Seoul (05019)",Clinic,,,,,
YOU&I Clinic Myeongdong (유앤아이의원 명동점),mdcl_3562474,37.5642379283,126.9830206742,"#F301, 3rd Floor, Timewalk Myeong-dong Building, 78 Namdaemun-ro, Jung-gu, Seoul (04534)",Clinic,,,,,
YOU&I Clinic Wangsimni (유앤아이의원 왕십리점),mdcl_3562585,37.5617808002,127.0342577423,"2nd–3rd Floor, Handong Tower, 315 Wangsimni-ro, Seongdong-gu, Seou (04715)",Clinic,,,,,
YallaKOREA (얄라코리아),mdcl_3539998,37.5704592339,126.9722575901,"#700, The Salvation Army Building, 69 Saemunan-ro, Jongno-gu, Seoul (03175)",Clinic,,,,,
Yeon-San Dangdang Korean Medicine Hospital (연산당당한방병원),mdcl_3366062,35.1818398361,129.0840028018,"82 World cup-daero, Yeonje-gu, Busan (47580)",Clinic,,,,,
Yeson Voice Center (예송이비인후과 음성센터),mdcl_3447019,37.5235715870,127.0474298483,"773 Samseong-ro, Gangnam-gu, Seoul (06062)",Clinic,,,,,
Yonsei GoodDay Dental Clinic (연세굿데이치과의원 수서점),mdcl_3574999,37.4881628110,127.1031202287,"2nd Floor, Suseo Office Building, 281 Gwangpyeong-ro, Gangnam-gu, Seoul (06349)",Clinic,,,,,
Yonsei GoodDay Dental Clinic Yangjae Office (연세굿데이치과의원 양재점),mdcl_3591216,37.4827122461,127.0365319967,"5th–6th Floors, 206 Gangnam-daero, Seocho-gu, Seoul (06743)",Clinic,,,,,
Yonsei University Dental Hospital (연세대학교 치과대학병원),mdcl_3563108,37.5603598026,126.9384859539,"50-1 Yonsei-ro, Seodaemun-gu, Seoul (03722)",Clinic,,,,,
You&I Clinic Gangnam (강남유앤아이의원),mdcl_3364593,37.5044011894,127.0250713153,"(5th-6th Floors, 808 Tower), 470 Gangnam-daero, Gangnam-gu, Seoul (06123)",Clinic,,,,,
Youth Clinic (유스의원),mdcl_3364611,37.5210641098,126.9240022713,"(4th Floor, Islex), 108 Uisadang-daero, Yeongdeungpo-gu, Seoul (07322)",Clinic,,,,,
Youus Tours (유어스투어),mdcl_3575462,37.5586163066,126.8247435978,"#912-913, Magok M-Signature, 20 Magokjungang 1-ro, Gangseo-gu, Seoul (07807)",Clinic,,,,,
line-up dental hospital (라인업치과병원),mdcl_3574754,35.1597306905,129.0563558132,"3rd–4th Floors, 26 Seomyeonmunhwa-ro, Busanjin-gu, Busan (47256)",Clinic,,,,,
"medicity Co., Ltd (주식회사 메디씨티)",mdcl_3539944,37.6645446192,126.7669875552,"#302, 43-55 Mugunghwa-ro, Ilsandong-gu, Goyang-si, Gyeonggi-do (10364)",Clinic,,,,,
